89	the 'get on' group	reciprocal: pl-n V & V with n	These verbs indicate that two or more people have a good relationship.	32
90	the 'call' group	V	These verbs are concerned with visiting, phoning, or writing to someone. The person involved must have been mentioned or indicated.	33
91	the 'call' group	V n	The Object indicates the hearer or reader.	33
92	Verbs with other meanings	V against n	There are a number of other verbs which have this pattern.	34
93		V that; V wh		35
94	The 'discover' group	V that ('That' is omitted sometimes.)	These verbs are concerned with coming to know or think something.	35
95	the 'discover' group	V wh	These verbs are concerned with coming to know something or bringing something to mind. This includes: working something out e.g. analyse, calculate finding something out e.g. discover, investigate realizing something e.g. realize, twig remembering something you had forgotten finding something out through the senses e.g. catch, feel	35
96		V n into -ing; V n into n		36
97		V n into -ing; V n into n; V n to-inf		36
98		V n into -ing; V n to-inf		36
99		V n into n; V n to-inf		36
100	The 'cause' group	V n to-inf	These verbs are concerned with making or causing someone do something. This includes: - forcing someone to do something e.g. blackmail, coerce - condemning someone to do something e.g. condemn, sentence - tempting someone to do something e.g. entice, tempt - persuading someone to do something e.g. convince, persuade - causing someone to do something or something to happen e.g. cause, lead. Frequent usage: brainwash, bribe, condition, constrain, pay(usu passive)	36
101	(i) The 'force' group	V n into n	These verbs are concerned with making someone do something or get involved in something by using insistent verbal persuasion, force, or violence.	36
102	The 'force' group	V n into -ing	These verbs are concerned with making someone do something by using insistent verbal persuasion, force, or violence.	36
103	the 'expand' and 'compress' group	ergative: V & V n	In the pattern V, most of these verbs are concerned with the size, degree, shape, or configuration of something changing. The verbs bend, curl, curve, kink, and taper 1 indicate what shape something is, rather than how a shape changes. In the pattern V n, these verbs are concerned with someone or something changing the size, degree, shape, or configuration of something.	37
104	The 'wander' group	V prep/adv, V adv/prep	These verbs are concerned with movement or arrival of a more specific kind. This includes: going in a particular direction e.g. advance, spiral, turn going somewhere quickly or slowly e.g. drift, whizz going somewhere in an enjoyable or unenjoyable way e.g. slog, swan going somewhere for a reason or for no reason e.g. barnstorm, wander becoming attached to something or detached from something e.g. screw, tear	38
105	the 'face' group	V prep/adv, V adv/prep	These verbs indicate the shape of something, or where it is in relation to something else. The Adjunct usually indicates direction.	38
106	the 'beat an illness' group	V n	These verbs are concerned with improving a bad situation, solving a problem, or surviving an unpleasant situation.	39
107	the 'call' group	V n	The Object indicates the hearer or reader.	39
108	The 'communicate' group	V n to n	These verbs are concerned with communicating something to someone verbally or in writing. The noun group following the verb may indicate the communication, e.g. address remarks, pen a note, or the content of the communication, e.g. break the news, communicate our ideas. It may also indicate the person involved, e.g. introduce someone, unburden yourself. The prepositional phrase indicates the person who you speak or write to. We include here nod and wave, which indicate non-verbal communication.	39
109	The 'devote' group	V n to n	These verbs are concerned with devoting or dedicating yourself, your time, or your energy to a particular cause or activity. This includes restricting or tying yourself to one particular activity.	39
110	The 'name' and 'consider' group	V n as n	These verbs are concerned with: - thinking of someone in a particular way e.g. conceive, consider - giving someone a role or position e.g. appoint, ordain - choosing someone to have a role or position e.g. elect, nominate - putting someone or something into a class e.g. classify, pigeon-hole - talking to someone in a particular way e.g. address - criticizing someone because they have particular qualities e.g. denounce, reject - representing someone in a particular way e.g. expose, stereotype - talking about someone in a particular way e.g. brand, dub	39
111	The 'remove' group	V n from n	These verbs are concerned with removing someone or something from somewhere, either physically or metaphorically. We include here verbs like deduct and subtract, which are concerned with taking something away from a total.	40
112	the 'move' group	V	These verbs are concerned with moving or being somewhere. This includes: moving in a particular direction e.g. advance, back up moving in a particular way e.g. run being in a particular position e.g. lie around arriving somewhere e.g. arrive, land, show up staying somewhere e.g. remain, stay, stick around ceasing to move e.g. stop part of something breaking off e.g. break off, fall off	41
113	the 'abstain' and 'withdraw' group	V from n	These verbs are concerned with not doing something. This includes: - not wanting to do something e.g. flinch, shrink - stopping doing something or being involved in something e.g. desist, withdraw	41
114	The 'bruise' group	V adv	These verbs are used to indicate that something is easily damaged. These are all ergative verbs	42
115	The 'fight' group	V way prep/adv	These verbs are concerned with moving somewhere with force or with difficulty, either physically or metaphorically. This includes: - moving with energy e.g. burst, forge, storm - harming people or things as you move e.g. batter, elbow, fight, shove - moving with difficulty because of tiredness or obstacles e.g. claw, plod, scramble, work - cutting or burrowing a path through something e.g. bore, burrow, tunnel	42
116	the 'break' group	ergative: V & V n	These verbs are concerned with something breaking or being damaged. They may be divided into two groups:(i) In the pattern V, these verbs indicate that something breaks or shows damage of some kind. In the pattern V n, they indicate that someone or something breaks or damages something or someone. The Subject in the pattern V n is the person or thing that causes the damage.(ii) In the pattern V, these verbs indicate that something breaks or shows damage of some kind. In the pattern V n, they indicate that something is broken or damaged. The Subject of the pattern V n may be someone or something that suffers damage to a part of themselves, as in I fractured my skull, or it may be someone who is responsible for the thing at the time that it is damaged, as in I crashed my car.	42
117		V from n/ V from n to n/ V to n		43
118		V from n	Verbs with this structure are all concerned with leaving or coming from a place, group, thing, person, or position. The Subject can be animate or inanimate. We include here verbs such as emanate and radiate which indicate that a quality is strongly shown by someone.	43
119	the 'move' group	V to n	These verbs are concerned with going to or reaching a place. We include here come up and cuddle up, which indicate that someone moves close to someone else.	43
120	the 'leave' group	V	These verbs are concerned with leaving a place, position, or situation.	44
121	the 'back out' group	V	These verbs are concerned with not doing something you had planned or promised to do, or being reluctant to get involved in something. The activity or situation involved must have been mentioned or indicated.	44
122		V from n	Verbs with this structure are all concerned with leaving or coming from a place, group, thing, person, or position. The Subject can be animate or inanimate. We include here verbs such as emanate and radiate which indicate that a quality is strongly shown by someone.	44
123	the 'face' group	V prep/adv, V adv/prep	These verbs indicate the shape of something, or where it is in relation to something else. The Adjunct usually indicates direction.	45
124	The 'expect' group	V n to-inf	These verbs are concerned with intentions, predictions, and expectations. Frequent usage: bill, mean, project, schedule, second, timetable & tip(usu passive).expect(not)	45
125	The 'focus' group	V n on/upon n	These verbs are concerned with focusing your attention, your feelings, or your efforts on someone or something.	45
126	The 'focus' group	V n onto n, V n on to n	These verbs are concerned with focusing or projecting light or an image onto a surface.	45
127	Verbs with other meanings	V n onto n, V n on to n	There are a few other verbs which have this pattern.	45
128	The 'name' and 'consider' group	V n as n	These verbs are concerned with: - thinking of someone in a particular way e.g. conceive, consider - giving someone a role or position e.g. appoint, ordain - choosing someone to have a role or position e.g. elect, nominate - putting someone or something into a class e.g. classify, pigeon-hole - talking to someone in a particular way e.g. address - criticizing someone because they have particular qualities e.g. denounce, reject - representing someone in a particular way e.g. expose, stereotype - talking about someone in a particular way e.g. brand, dub	45
129		V against n; V that		46
130		V against n; V with quote		46
131		V -ing; V that		46
132		V n about n; V n wh; V n wh-to-inf		46
133		V n about n; V with quote		46
134		V n on n; V on n		46
135		V n to-inf; V n with quote		46
136		V n to-inf; V n with quote; V with quote		46
137		V n to-inf; V that		46
138		V n to-inf; V that; V with quote		46
139		V n to-inf; V with quote		46
140		V n wh; V n wh-to-inf		46
141		V n wh; V n with quote		46
142		V n with quote; V that; V with quote		46
143		V n with quote; V with quote		46
144		V that; V wh		46
145		V that; V wh; V with quote		46
146		V that; V with quote		46
147		V wh; V wh-to-inf		46
148	The 'say' group	V that ('That' is omitted sometimes.)	These verbs are concerned with speaking, writing, and other forms of communication. They indicate what kind of function the speech or writing is performing. This includes: guessing or predicting something e.g. estimate, predict, prophesy putting forward a suggestion or theory e.g. postulate, suggest saying something in a way that shows your attitude e.g. crow, sneer	46
149	the 'ask' group	V wh	These verbs are concerned with speaking or writing. This includes: asking for information e.g. ask, query agreeing or discussing e.g. argue, discuss giving information e.g. disclose, explain	46
150	The 'describe' group	V wh-to-inf	These verbs are concerned with showing or telling someone how to do something.	46
151	the 'say' group	V with quote	These verbs are concerned with speaking, writing, and other forms of communication. They indicate what kind of function the speech or writing is performing. We include here read which indicates that someone understands something written.	46
152	The 'recommend' group	V -ing	These verbs are concerned with speaking or writing. This includes: talking about something done in the past e.g. admit, deny, report making a suggestion about the future e.g. advise, recommend discussing something e.g. debate	46
153	The 'comment' group	V on/upon n	These verbs are concerned with speaking or writing. The prepositional phrase indicates the topic involved. We include here verbs such as legislate, rule, and vote, which are concerned with expressing your decision or judgement about something.	46
154	The 'advise' group	V as to wh	These verbs are concerned with giving advice or information.	46
155	The 'preach' group	V against n	These verbs are concerned with saying that something is bad in some way. We include here appeal, which indicates that someone makes a formal complaint about a decision.	46
156	The 'tell' group	V n to-inf	These verbs are concerned with communicating something to someone. This includes: - asking, advising, or telling someone to do something e.g. beg, order - communicating by gesture e.g. beckon, motion - challenging someone to do something e.g. dare, defy - forbidding someone to do something. Frequent usage: call, mandate, summon, summons, bind over(usu passive)	46
157		V n wh	Verbs with this pattern are concerned with asking, telling, teaching, or showing someone something. The Subject may be human or inanimate, with the exception of the verbs advise and ask, which always have human Subjects.	46
158		V n wh-to-inf	Verbs with this pattern are concerned with asking, telling, teaching, or showing someone something. The Subject may be human or inanimate, with the exception of the verbs advise and ask, which always have human Subjects.	46
159		V n with quote	Verbs with this pattern are all concerned with telling and asking. The person being addressed is indicated by the noun group.	46
160	The 'inform' group	V n of n	These verbs are concerned with talking or writing, for example giving someone information, warning someone about something, or reminding someone of something.	46
161	The 'question' group	V n on/upon n	These verbs are concerned with speaking or writing about a particular topic. The noun group indicates the person involved. This includes: - advising someone e.g. advise, counsel - instructing someone e.g. instruct, lecture - questioning someone e.g. cross-examine, grill - commending someone e.g. compliment, congratulate - criticizing someone e.g. pick up - accepting an offer or suggestion e.g. take up	46
162	The 'tell' group	V n about n	These verbs are concerned with verbal communication with someone about something. This includes: - advising - telling - teaching - warning - asking - nagging - scolding - teasing	46
163	The 'advise' group	V n as to wh	These verbs are concerned with asking for or giving advice or information.	46
164	The 'cool' group	V towards/toward n	These verbs are concerned with a change in someone\\'s attitude. The prepositional phrase indicates the person or thing their attitude relates to.	47
165	the 'dissolve' and 'solidify' group	ergative: V & V n	In the pattern V, these verbs are concerned with something changing in some physical way. In the pattern V n, they are concerned with someone or something causing a physical change in something. The Subject in the pattern V n may be a person who makes a process happen, or provides conditions for a process to happen, as in The scientist condensed the vapor, or something that takes part in the process, as in The cold atmosphere condensed the vapor. In the case of some verbs, such as ripen, ripple, and rot, the second kind of Subject is more frequent.	47
166	the 'weaken' and 'strengthen' group	ergative: V & V n	In the pattern V, these verbs are concerned with someone experiencing something mentally. In the pattern V n, they are concerned with something affecting someone\\'s mind or attitudes. The Subject in the pattern V n is often inanimate. The Object in that pattern, and the Subject in the pattern V, is an aspect of the mind, thoughts, or emotions.	47
167	The 'cut it out' group	V it	These verbs are concerned with stopping doing something. We include here snuff it, which means `die\\' and end it all, which means `kill yourself\\'.	47
168		V that; V wh		48
169		V that; V wh; V with quote		48
170		V that; V with quote		48
171	The 'say' group	V that ('That' is omitted sometimes.)	These verbs are concerned with speaking, writing, and other forms of communication. They indicate what kind of function the speech or writing is performing. This includes: guessing or predicting something e.g. estimate, predict, prophesy putting forward a suggestion or theory e.g. postulate, suggest saying something in a way that shows your attitude e.g. crow, sneer	48
172	The 'think' group	V that ('That' is omitted sometimes.)	These verbs are concerned with thinking. This includes: having a belief knowing or understanding something hoping and fearing	48
173	the 'discover' group	V wh	These verbs are concerned with coming to know something or bringing something to mind. This includes: working something out e.g. analyse, calculate finding something out e.g. discover, investigate realizing something e.g. realize, twig remembering something you had forgotten finding something out through the senses e.g. catch, feel	48
174	the 'say' group	V with quote	These verbs are concerned with speaking, writing, and other forms of communication. They indicate what kind of function the speech or writing is performing. We include here read which indicates that someone understands something written.	48
175	the 'hear' group	V n	The Subject indicates a person or something that shares certain characteristics with a person, such as a radio receiver which can `hear\\'. The Object indicates something that is thought, perceived, or felt. This includes: ways of thinking about something or someone e.g. decide, expect, plan ways of perceiving something or someone e.g. experience, feel, hear, see attitudes towards something or someone e.g. accept, believe, buy, like, love, mean ways of finding out or knowing about something e.g. learn, remember	48
176		V n at n	Verbs with this structure are all concerned with estimating, fixing, or maintaining the price, value, or size of something.	48
177	The 'think' and 'discover' group	it be V-ed that	These verbs are concerned with what is thought. This includes something that is: - expected, hoped, or feared - thought or believed - decided or intended - remembered or forgotten - known or suspected - discovered	48
178		combination: V; V n		49
179	verbs with other meanings	V	Verbs where the other thing or person involved is unspecified or general.	49
180	the 'buy' group	V n	These verbs are concerned with changes in ownership or possession. This includes: commercial transactions e.g. buy, sell, spend voluntarily exchanging goods e.g. accept, offer, share temporarily transferring possession e.g. check (luggage) losing and keeping e.g. find, keep, lose selecting one item from a range e.g. choose, draw being able to buy something e.g. (can) afford, (cannot) run to	49
181	the 'hear' group	V n	The Subject indicates a person or something that shares certain characteristics with a person, such as a radio receiver which can `hear\\'. The Object indicates something that is thought, perceived, or felt. This includes: ways of thinking about something or someone e.g. decide, expect, plan ways of perceiving something or someone e.g. experience, feel, hear, see attitudes towards something or someone e.g. accept, believe, buy, like, love, mean ways of finding out or knowing about something e.g. learn, remember	49
182	The 'participate' group	V in n	These verbs are concerned with being involved in something or taking part in an activity.	49
183	The 'divide' group	V n between/among pl-n	These verbs are concerned with dividing something between two or more people or groups. When only two people or groups are involved, the preposition is usually between rather than among. When more than two people or groups are involved, you can use either between or among.	49
184	The 'agree' group	V n with n	These verbs are concerned with doing something jointly with another person. The prepositional phrase indicates the other person involved. This includes: - arguing or negotiating with someone e.g. agree, conclude, fight, negotiate - playing a game with someone - sharing things with someone - taking joint responsibility with someone e.g. coauthor	49
185	The 'share' group	V n with n	These verbs are concerned with talking or doing something with someone, but unlike the previous group they are not reciprocal verbs. The activity is not mutual, and only the person indicated by the Subject is responsible for what is done. In the case of ingratiate, the noun group following the verb is always a reflexive pronoun. This pattern is V pron-refl with n.	49
186	verb with other meanings	reciprocal: pl-n V n & V n with n	There are two other verbs with this combination of patterns.	49
187	the 'kill' group	V n	These verbs are concerned with harming, breaking, attacking, or destroying something or someone.	50
188	the 'bring' group	V n	These verbs are concerned with moving or holding something. This includes: putting something somewhere e.g. add, arrange, hang up throwing or sending something somewhere e.g. drive (a ball), launch (a rocket) carrying something e.g. bear, carry accompanying someone or something e.g. deliver, drive (a passenger) pulling something e.g. attract, pull	50
189	the 'arrange' group	V n	These verbs are concerned with making different not the Object itself but the circumstances surrounding the Object. This includes: arranging for someone to take up a job or a position, or to leave a job or a position e.g. admit, elect, fire providing a home, money, or education for something or someone e.g. house, keep making arrangements about something such as the time of an event e.g. fix (a date), move (an event)	50
